연도,월,지역,연료,차종,등록대수
2024,1,충청남도,전기,승용,64
2024,1,충청남도,전기,승합,7
2024,1,충청남도,전기,화물,1
2024,1,충청남도,전기,특수,0
2024,1,충청남도,하이브리드,승용,1431
2024,1,충청남도,하이브리드,승합,0
2024,1,충청남도,하이브리드,화물,0
2024,1,충청남도,하이브리드,특수,0
2024,1,충청남도,휘발유,승용,179
2024,1,충청남도,휘발유,승합,0
2024,1,충청남도,휘발유,화물,14
2024,1,충청남도,휘발유,특수,0
2024,1,충청북도,경유,승용,151
2024,1,충청북도,경유,승합,61
2024,1,충청북도,경유,화물,258
2024,1,충청북도,경유,특수,9
2024,1,충청북도,수소,승용,0
2024,1,충청북도,수소,승합,0
2024,1,충청북도,수소,화물,0
2024,1,충청북도,수소,특수,0
2024,1,충청북도,전기,승용,42
2024,1,충청북도,전기,승합,2
2024,1,충청북도,전기,화물,0
2024,1,충청북도,전기,특수,0
2024,1,충청북도,하이브리드,승용,1220
2024,1,충청북도,하이브리드,승합,0
2024,1,충청북도,하이브리드,화물,0
2024,1,충청북도,하이브리드,특수,0
2024,1,충청북도,휘발유,승용,126
2024,1,충청북도,휘발유,승합,0
2024,1,충청북도,휘발유,화물,14
2024,1,충청북도,휘발유,특수,0
2024,2,강원도,경유,승용,126
2024,2,강원도,수소,승용,12
2024,2,강원도,전기,승용,19
2024,2,강원도,하이브리드,승용,686
2024,2,강원도,휘발유,승용,126
2024,2,경기도,경유,승용,1052
2024,2,경기도,수소,승용,43
2024,2,경기도,전기,승용,244
2024,2,경기도,하이브리드,승용,6730
2024,2,경기도,휘발유,승용,1391
2024,2,경상남도,경유,승용,537
2024,2,경상남도,수소,승용,13
2024,2,경상남도,전기,승용,440
2024,2,경상남도,하이브리드,승용,4301
2024,2,경상남도,휘발유,승용,1166
2024,2,경상북도,경유,승용,177
2024,2,경상북도,수소,승용,1
2024,2,경상북도,전기,승용,20
2024,2,경상북도,하이브리드,승용,932
2024,2,경상북도,휘발유,승용,149
2024,2,광주광역시,경유,승용,155
2024,2,광주광역시,수소,승용,5
2024,2,광주광역시,전기,승용,34
2024,2,광주광역시,하이브리드,승용,1237
2024,2,광주광역시,휘발유,승용,227
2024,2,대구광역시,경유,승용,201
2024,2,대구광역시,수소,승용,3
2024,2,대구광역시,전기,승용,143
2024,2,대구광역시,하이브리드,승용,1654
2024,2,대구광역시,휘발유,승용,340
2024,2,대전광역시,경유,승용,174
2024,2,대전광역시,수소,승용,70
2024,2,대전광역시,전기,승용,93
2024,2,대전광역시,하이브리드,승용,1203
2024,2,대전광역시,휘발유,승용,250
2024,2,부산광역시,경유,승용,344
2024,2,부산광역시,수소,승용,8
2024,2,부산광역시,전기,승용,126
2024,2,부산광역시,하이브리드,승용,2565
2024,2,부산광역시,휘발유,승용,660
2024,2,서울특별시,경유,승용,483
2024,2,서울특별시,수소,승용,34
2024,2,서울특별시,전기,승용,161
2024,2,서울특별시,하이브리드,승용,4094
2024,2,서울특별시,휘발유,승용,629
2024,2,세종특별자치시,경유,승용,7
2024,2,세종특별자치시,수소,승용,0
2024,2,세종특별자치시,전기,승용,1
2024,2,세종특별자치시,하이브리드,승용,87
2024,2,세종특별자치시,휘발유,승용,11
2024,2,울산광역시,경유,승용,73
2024,2,울산광역시,수소,승용,20
2024,2,울산광역시,전기,승용,10
2024,2,울산광역시,하이브리드,승용,876
2024,2,울산광역시,휘발유,승용,74
2024,2,인천광역시,경유,승용,625
2024,2,인천광역시,수소,승용,11
2024,2,인천광역시,전기,승용,339
2024,2,인천광역시,하이브리드,승용,4467
2024,2,인천광역시,휘발유,승용,1877
2024,2,전라남도,경유,승용,491
2024,2,전라남도,수소,승용,3
2024,2,전라남도,전기,승용,59
2024,2,전라남도,하이브리드,승용,1618
2024,2,전라남도,휘발유,승용,106
2024,2,전라북도,경유,승용,160
2024,2,전라북도,수소,승용,13
2024,2,전라북도,전기,승용,23
2024,2,전라북도,하이브리드,승용,932
2024,2,전라북도,휘발유,승용,172
2024,2,제주특별자치도,경유,승용,466
2024,2,제주특별자치도,수소,승용,0
2024,2,제주특별자치도,전기,승용,90
2024,2,제주특별자치도,하이브리드,승용,1677
2024,2,제주특별자치도,휘발유,승용,102
2024,2,충청남도,경유,승용,205
2024,2,충청남도,수소,승용,14
2024,2,충청남도,전기,승용,21
2024,2,충청남도,하이브리드,승용,940
2024,2,충청남도,휘발유,승용,149
2024,2,충청북도,경유,승용,143
2024,2,충청북도,수소,승용,9
2024,2,충청북도,전기,승용,10
2024,2,충청북도,하이브리드,승용,781
2024,2,충청북도,휘발유,승용,128
2024,3,강원도,경유,승용,106
2024,3,강원도,수소,승용,8
2024,3,강원도,전기,승용,244
2024,3,강원도,하이브리드,승용,856
2024,3,강원도,휘발유,승용,111
2024,3,경기도,경유,승용,894
2024,3,경기도,수소,승용,55
2024,3,경기도,전기,승용,2467
2024,3,경기도,하이브리드,승용,7693
2024,3,경기도,휘발유,승용,1450
2024,3,경상남도,경유,승용,494
2024,3,경상남도,수소,승용,23
2024,3,경상남도,전기,승용,3884
2024,3,경상남도,하이브리드,승용,4746
2024,3,경상남도,휘발유,승용,1323
2024,3,경상북도,경유,승용,128
2024,3,경상북도,수소,승용,4
2024,3,경상북도,전기,승용,645
2024,3,경상북도,하이브리드,승용,1093
2024,3,경상북도,휘발유,승용,119
2024,3,광주광역시,경유,승용,136
2024,3,광주광역시,수소,승용,3
2024,3,광주광역시,전기,승용,341
2024,3,광주광역시,하이브리드,승용,1300
2024,3,광주광역시,휘발유,승용,222
2024,3,대구광역시,경유,승용,187
2024,3,대구광역시,수소,승용,8
2024,3,대구광역시,전기,승용,574
2024,3,대구광역시,하이브리드,승용,2034
2024,3,대구광역시,휘발유,승용,405
2024,3,대전광역시,경유,승용,147
2024,3,대전광역시,수소,승용,95
2024,3,대전광역시,전기,승용,413
2024,3,대전광역시,하이브리드,승용,1403
2024,3,대전광역시,휘발유,승용,301
2024,3,부산광역시,경유,승용,345
2024,3,부산광역시,수소,승용,6
2024,3,부산광역시,전기,승용,645
2024,3,부산광역시,하이브리드,승용,3058
2024,3,부산광역시,휘발유,승용,674
2024,3,서울특별시,경유,승용,477
2024,3,서울특별시,수소,승용,21
2024,3,서울특별시,전기,승용,1096
2024,3,서울특별시,하이브리드,승용,4921
2024,3,서울특별시,휘발유,승용,674
2024,3,세종특별자치시,경유,승용,4
2024,3,세종특별자치시,수소,승용,1
2024,3,세종특별자치시,전기,승용,41
2024,3,세종특별자치시,하이브리드,승용,72
2024,3,세종특별자치시,휘발유,승용,7
2024,3,울산광역시,경유,승용,65
2024,3,울산광역시,수소,승용,7
2024,3,울산광역시,전기,승용,152
2024,3,울산광역시,하이브리드,승용,977
2024,3,울산광역시,휘발유,승용,48
2024,3,인천광역시,경유,승용,664
2024,3,인천광역시,수소,승용,20
2024,3,인천광역시,전기,승용,1094
2024,3,인천광역시,하이브리드,승용,4780
2024,3,인천광역시,휘발유,승용,1973
2024,3,전라남도,경유,승용,732
2024,3,전라남도,수소,승용,15
2024,3,전라남도,전기,승용,709
2024,3,전라남도,하이브리드,승용,1807
2024,3,전라남도,휘발유,승용,108
2024,3,전라북도,경유,승용,125
2024,3,전라북도,수소,승용,20
2024,3,전라북도,전기,승용,479
2024,3,전라북도,하이브리드,승용,972
2024,3,전라북도,휘발유,승용,142
2024,3,제주특별자치도,경유,승용,538
2024,3,제주특별자치도,수소,승용,0
2024,3,제주특별자치도,전기,승용,2771
2024,3,제주특별자치도,하이브리드,승용,2112
2024,3,제주특별자치도,휘발유,승용,118
2024,3,충청남도,경유,승용,173
2024,3,충청남도,수소,승용,14
2024,3,충청남도,전기,승용,634
2024,3,충청남도,하이브리드,승용,1052
2024,3,충청남도,휘발유,승용,158
2024,3,충청북도,경유,승용,116
2024,3,충청북도,수소,승용,14
2024,3,충청북도,전기,승용,550
2024,3,충청북도,하이브리드,승용,872
2024,3,충청북도,휘발유,승용,136
2024,4,강원도,경유,승용,133
2024,4,강원도,수소,승용,10
2024,4,강원도,전기,승용,143
2024,4,강원도,하이브리드,승용,860
2024,4,강원도,휘발유,승용,133
2024,4,경기도,경유,승용,997
2024,4,경기도,수소,승용,43
2024,4,경기도,전기,승용,1295
2024,4,경기도,하이브리드,승용,6983
2024,4,경기도,휘발유,승용,1545
2024,4,경상남도,경유,승용,595
2024,4,경상남도,수소,승용,12
2024,4,경상남도,전기,승용,1592
2024,4,경상남도,하이브리드,승용,5176
2024,4,경상남도,휘발유,승용,1303
2024,4,경상북도,경유,승용,124
2024,4,경상북도,수소,승용,9
2024,4,경상북도,전기,승용,260
2024,4,경상북도,하이브리드,승용,935
2024,4,경상북도,휘발유,승용,156
2024,4,광주광역시,경유,승용,177
2024,4,광주광역시,수소,승용,3
2024,4,광주광역시,전기,승용,247
2024,4,광주광역시,하이브리드,승용,1264
2024,4,광주광역시,휘발유,승용,206
2024,4,대구광역시,경유,승용,196
2024,4,대구광역시,수소,승용,3
2024,4,대구광역시,전기,승용,397
2024,4,대구광역시,하이브리드,승용,1897
2024,4,대구광역시,휘발유,승용,385
2024,4,대전광역시,경유,승용,181
2024,4,대전광역시,수소,승용,61
2024,4,대전광역시,전기,승용,270
2024,4,대전광역시,하이브리드,승용,1291
2024,4,대전광역시,휘발유,승용,260
2024,4,부산광역시,경유,승용,435
2024,4,부산광역시,수소,승용,4
2024,4,부산광역시,전기,승용,734
2024,4,부산광역시,하이브리드,승용,2937
2024,4,부산광역시,휘발유,승용,661
2024,4,서울특별시,경유,승용,565
2024,4,서울특별시,수소,승용,18
2024,4,서울특별시,전기,승용,746
2024,4,서울특별시,하이브리드,승용,4790
2024,4,서울특별시,휘발유,승용,793
2024,4,세종특별자치시,경유,승용,11
2024,4,세종특별자치시,수소,승용,1
2024,4,세종특별자치시,전기,승용,6
2024,4,세종특별자치시,하이브리드,승용,68
2024,4,세종특별자치시,휘발유,승용,7
2024,4,울산광역시,경유,승용,68
2024,4,울산광역시,수소,승용,18
2024,4,울산광역시,전기,승용,100
2024,4,울산광역시,하이브리드,승용,1074
2024,4,울산광역시,휘발유,승용,53
2024,4,인천광역시,경유,승용,749
2024,4,인천광역시,수소,승용,12
2024,4,인천광역시,전기,승용,1308
2024,4,인천광역시,하이브리드,승용,4862
2024,4,인천광역시,휘발유,승용,1920
2024,4,전라남도,경유,승용,553
2024,4,전라남도,수소,승용,10
2024,4,전라남도,전기,승용,476
2024,4,전라남도,하이브리드,승용,1871
2024,4,전라남도,휘발유,승용,92
2024,4,전라북도,경유,승용,181
2024,4,전라북도,수소,승용,18
2024,4,전라북도,전기,승용,258
2024,4,전라북도,하이브리드,승용,939
2024,4,전라북도,휘발유,승용,167
2024,4,제주특별자치도,경유,승용,644
2024,4,제주특별자치도,수소,승용,0
2024,4,제주특별자치도,전기,승용,1094
2024,4,제주특별자치도,하이브리드,승용,2342
2024,4,제주특별자치도,휘발유,승용,119
2024,4,충청남도,경유,승용,193
2024,4,충청남도,수소,승용,18
2024,4,충청남도,전기,승용,456
2024,4,충청남도,하이브리드,승용,993
2024,4,충청남도,휘발유,승용,166
2024,4,충청북도,경유,승용,125
2024,4,충청북도,수소,승용,10
2024,4,충청북도,전기,승용,243
2024,4,충청북도,하이브리드,승용,830
2024,4,충청북도,휘발유,승용,142
2024,5,강원도,경유,승용,126
2024,5,강원도,수소,승용,9
2024,5,강원도,전기,승용,191
2024,5,강원도,하이브리드,승용,751
2024,5,강원도,휘발유,승용,138
2024,5,경기도,경유,승용,949
2024,5,경기도,수소,승용,46
2024,5,경기도,전기,승용,1498
2024,5,경기도,하이브리드,승용,6923
2024,5,경기도,휘발유,승용,1543
2024,5,경상남도,경유,승용,628
2024,5,경상남도,수소,승용,10
2024,5,경상남도,전기,승용,2594
2024,5,경상남도,하이브리드,승용,5249
2024,5,경상남도,휘발유,승용,1532
2024,5,경상북도,경유,승용,147
2024,5,경상북도,수소,승용,13
2024,5,경상북도,전기,승용,222
2024,5,경상북도,하이브리드,승용,920
2024,5,경상북도,휘발유,승용,147
2024,5,광주광역시,경유,승용,145
2024,5,광주광역시,수소,승용,3
2024,5,광주광역시,전기,승용,213
2024,5,광주광역시,하이브리드,승용,1221
2024,5,광주광역시,휘발유,승용,235
2024,5,대구광역시,경유,승용,202
2024,5,대구광역시,수소,승용,11
2024,5,대구광역시,전기,승용,366
2024,5,대구광역시,하이브리드,승용,1905
2024,5,대구광역시,휘발유,승용,346
2024,5,대전광역시,경유,승용,181
2024,5,대전광역시,수소,승용,76
2024,5,대전광역시,전기,승용,320
2024,5,대전광역시,하이브리드,승용,1249
2024,5,대전광역시,휘발유,승용,290
2024,5,부산광역시,경유,승용,423
2024,5,부산광역시,수소,승용,12
2024,5,부산광역시,전기,승용,965
2024,5,부산광역시,하이브리드,승용,2899
2024,5,부산광역시,휘발유,승용,757
2024,5,서울특별시,경유,승용,445
2024,5,서울특별시,수소,승용,18
2024,5,서울특별시,전기,승용,737
2024,5,서울특별시,하이브리드,승용,4177
2024,5,서울특별시,휘발유,승용,709
2024,5,세종특별자치시,경유,승용,12
2024,5,세종특별자치시,수소,승용,0
2024,5,세종특별자치시,전기,승용,12
2024,5,세종특별자치시,하이브리드,승용,67
2024,5,세종특별자치시,휘발유,승용,4
2024,5,울산광역시,경유,승용,47
2024,5,울산광역시,수소,승용,17
2024,5,울산광역시,전기,승용,108
2024,5,울산광역시,하이브리드,승용,1007
2024,5,울산광역시,휘발유,승용,75
2024,5,인천광역시,경유,승용,711
2024,5,인천광역시,수소,승용,22
2024,5,인천광역시,전기,승용,1232
2024,5,인천광역시,하이브리드,승용,4567
2024,5,인천광역시,휘발유,승용,2005
2024,5,전라남도,경유,승용,650
2024,5,전라남도,수소,승용,12
2024,5,전라남도,전기,승용,400
2024,5,전라남도,하이브리드,승용,1777
2024,5,전라남도,휘발유,승용,79
2024,5,전라북도,경유,승용,146
2024,5,전라북도,수소,승용,14
2024,5,전라북도,전기,승용,262
2024,5,전라북도,하이브리드,승용,962
2024,5,전라북도,휘발유,승용,162
2024,5,제주특별자치도,경유,승용,534
2024,5,제주특별자치도,수소,승용,0
2024,5,제주특별자치도,전기,승용,2085
2024,5,제주특별자치도,하이브리드,승용,2309
2024,5,제주특별자치도,휘발유,승용,157
2024,5,충청남도,경유,승용,169
2024,5,충청남도,수소,승용,20
2024,5,충청남도,전기,승용,255
2024,5,충청남도,하이브리드,승용,941
2024,5,충청남도,휘발유,승용,182
2024,5,충청북도,경유,승용,115
2024,5,충청북도,수소,승용,15
2024,5,충청북도,전기,승용,258
2024,5,충청북도,하이브리드,승용,788
2024,5,충청북도,휘발유,승용,147
2024,6,강원도,경유,승용,150
2024,6,강원도,수소,승용,10
2024,6,강원도,전기,승용,159
2024,6,강원도,하이브리드,승용,621
2024,6,강원도,휘발유,승용,112
2024,6,경기도,경유,승용,1057
2024,6,경기도,수소,승용,52
2024,6,경기도,전기,승용,1510
2024,6,경기도,하이브리드,승용,6147
2024,6,경기도,휘발유,승용,1455
2024,6,경상남도,경유,승용,601
2024,6,경상남도,수소,승용,21
2024,6,경상남도,전기,승용,3122
2024,6,경상남도,하이브리드,승용,5483
2024,6,경상남도,휘발유,승용,1414
2024,6,경상북도,경유,승용,133
2024,6,경상북도,수소,승용,10
2024,6,경상북도,전기,승용,266
2024,6,경상북도,하이브리드,승용,785
2024,6,경상북도,휘발유,승용,138
2024,6,광주광역시,경유,승용,178
2024,6,광주광역시,수소,승용,6
2024,6,광주광역시,전기,승용,250
2024,6,광주광역시,하이브리드,승용,1112
2024,6,광주광역시,휘발유,승용,187
2024,6,대구광역시,경유,승용,212
2024,6,대구광역시,수소,승용,7
2024,6,대구광역시,전기,승용,390
2024,6,대구광역시,하이브리드,승용,1763
2024,6,대구광역시,휘발유,승용,328
2024,6,대전광역시,경유,승용,228
2024,6,대전광역시,수소,승용,46
2024,6,대전광역시,전기,승용,807
2024,6,대전광역시,하이브리드,승용,1219
2024,6,대전광역시,휘발유,승용,230
2024,6,부산광역시,경유,승용,446
2024,6,부산광역시,수소,승용,10
2024,6,부산광역시,전기,승용,566
2024,6,부산광역시,하이브리드,승용,2854
2024,6,부산광역시,휘발유,승용,665
2024,6,서울특별시,경유,승용,502
2024,6,서울특별시,수소,승용,16
2024,6,서울특별시,전기,승용,1064
2024,6,서울특별시,하이브리드,승용,3955
2024,6,서울특별시,휘발유,승용,568
2024,6,세종특별자치시,경유,승용,11
2024,6,세종특별자치시,수소,승용,0
2024,6,세종특별자치시,전기,승용,18
2024,6,세종특별자치시,하이브리드,승용,64
2024,6,세종특별자치시,휘발유,승용,5
2024,6,울산광역시,경유,승용,72
2024,6,울산광역시,수소,승용,22
2024,6,울산광역시,전기,승용,104
2024,6,울산광역시,하이브리드,승용,922
2024,6,울산광역시,휘발유,승용,67
2024,6,인천광역시,경유,승용,761
2024,6,인천광역시,수소,승용,21
2024,6,인천광역시,전기,승용,1338
2024,6,인천광역시,하이브리드,승용,4611
2024,6,인천광역시,휘발유,승용,1803
2024,6,전라남도,경유,승용,535
2024,6,전라남도,수소,승용,23
2024,6,전라남도,전기,승용,342
2024,6,전라남도,하이브리드,승용,1887
2024,6,전라남도,휘발유,승용,79
2024,6,전라북도,경유,승용,131
2024,6,전라북도,수소,승용,28
2024,6,전라북도,전기,승용,280
2024,6,전라북도,하이브리드,승용,843
2024,6,전라북도,휘발유,승용,140
2024,6,제주특별자치도,경유,승용,495
2024,6,제주특별자치도,수소,승용,0
2024,6,제주특별자치도,전기,승용,2841
2024,6,제주특별자치도,하이브리드,승용,2079
2024,6,제주특별자치도,휘발유,승용,133
2024,6,충청남도,경유,승용,192
2024,6,충청남도,수소,승용,20
2024,6,충청남도,전기,승용,171
2024,6,충청남도,하이브리드,승용,858
2024,6,충청남도,휘발유,승용,152
2024,6,충청북도,경유,승용,120
2024,6,충청북도,수소,승용,15
2024,6,충청북도,전기,승용,286
2024,6,충청북도,하이브리드,승용,665
2024,6,충청북도,휘발유,승용,98
2024,7,강원도,경유,승용,134
2024,7,강원도,수소,승용,22
2024,7,강원도,전기,승용,234
2024,7,강원도,하이브리드,승용,707
2024,7,강원도,휘발유,승용,125
2024,7,경기도,경유,승용,1130
2024,7,경기도,수소,승용,57
2024,7,경기도,전기,승용,1674
2024,7,경기도,하이브리드,승용,6263
2024,7,경기도,휘발유,승용,1397
2024,7,경상남도,경유,승용,685
2024,7,경상남도,수소,승용,25
2024,7,경상남도,전기,승용,2067
2024,7,경상남도,하이브리드,승용,5181
2024,7,경상남도,휘발유,승용,1219
2024,7,경상북도,경유,승용,191
2024,7,경상북도,수소,승용,3
2024,7,경상북도,전기,승용,488
2024,7,경상북도,하이브리드,승용,877
2024,7,경상북도,휘발유,승용,144
2024,7,광주광역시,경유,승용,158
2024,7,광주광역시,수소,승용,9
2024,7,광주광역시,전기,승용,293
2024,7,광주광역시,하이브리드,승용,1182
2024,7,광주광역시,휘발유,승용,201
2024,7,대구광역시,경유,승용,187
2024,7,대구광역시,수소,승용,6
2024,7,대구광역시,전기,승용,515
2024,7,대구광역시,하이브리드,승용,1827
2024,7,대구광역시,휘발유,승용,341
2024,7,대전광역시,경유,승용,170
2024,7,대전광역시,수소,승용,26
2024,7,대전광역시,전기,승용,379
2024,7,대전광역시,하이브리드,승용,1241
2024,7,대전광역시,휘발유,승용,213
2024,7,부산광역시,경유,승용,414
2024,7,부산광역시,수소,승용,9
2024,7,부산광역시,전기,승용,620
2024,7,부산광역시,하이브리드,승용,3389
2024,7,부산광역시,휘발유,승용,770
2024,7,서울특별시,경유,승용,621
2024,7,서울특별시,수소,승용,13
2024,7,서울특별시,전기,승용,1444
2024,7,서울특별시,하이브리드,승용,4154
2024,7,서울특별시,휘발유,승용,602
2024,7,세종특별자치시,경유,승용,14
2024,7,세종특별자치시,수소,승용,1
2024,7,세종특별자치시,전기,승용,16
2024,7,세종특별자치시,하이브리드,승용,66
2024,7,세종특별자치시,휘발유,승용,7
2024,7,울산광역시,경유,승용,68
2024,7,울산광역시,수소,승용,29
2024,7,울산광역시,전기,승용,143
2024,7,울산광역시,하이브리드,승용,1064
2024,7,울산광역시,휘발유,승용,56
2024,7,인천광역시,경유,승용,839
2024,7,인천광역시,수소,승용,15
2024,7,인천광역시,전기,승용,1385
2024,7,인천광역시,하이브리드,승용,4680
2024,7,인천광역시,휘발유,승용,1578
2024,7,전라남도,경유,승용,512
2024,7,전라남도,수소,승용,34
2024,7,전라남도,전기,승용,400
2024,7,전라남도,하이브리드,승용,1830
2024,7,전라남도,휘발유,승용,111
2024,7,전라북도,경유,승용,170
2024,7,전라북도,수소,승용,43
2024,7,전라북도,전기,승용,402
2024,7,전라북도,하이브리드,승용,954
2024,7,전라북도,휘발유,승용,150
2024,7,제주특별자치도,경유,승용,569
2024,7,제주특별자치도,수소,승용,1
2024,7,제주특별자치도,전기,승용,1644
2024,7,제주특별자치도,하이브리드,승용,2452
2024,7,제주특별자치도,휘발유,승용,123
2024,7,충청남도,경유,승용,146
2024,7,충청남도,수소,승용,24
2024,7,충청남도,전기,승용,351
2024,7,충청남도,하이브리드,승용,873
2024,7,충청남도,휘발유,승용,186
2024,7,충청북도,경유,승용,134
2024,7,충청북도,수소,승용,22
2024,7,충청북도,전기,승용,341
2024,7,충청북도,하이브리드,승용,677
2024,7,충청북도,휘발유,승용,112
2024,8,강원도,경유,승용,91
2024,8,강원도,수소,승용,19
2024,8,강원도,전기,승용,255
2024,8,강원도,하이브리드,승용,652
2024,8,강원도,휘발유,승용,129
2024,8,경기도,경유,승용,742
2024,8,경기도,수소,승용,43
2024,8,경기도,전기,승용,2029
2024,8,경기도,하이브리드,승용,5118
2024,8,경기도,휘발유,승용,1469
2024,8,경상남도,경유,승용,563
2024,8,경상남도,수소,승용,21
2024,8,경상남도,전기,승용,2055
2024,8,경상남도,하이브리드,승용,4613
2024,8,경상남도,휘발유,승용,1165
2024,8,경상북도,경유,승용,107
2024,8,경상북도,수소,승용,8
2024,8,경상북도,전기,승용,287
2024,8,경상북도,하이브리드,승용,677
2024,8,경상북도,휘발유,승용,108
2024,8,광주광역시,경유,승용,116
2024,8,광주광역시,수소,승용,3
2024,8,광주광역시,전기,승용,340
2024,8,광주광역시,하이브리드,승용,917
2024,8,광주광역시,휘발유,승용,169
2024,8,대구광역시,경유,승용,177
2024,8,대구광역시,수소,승용,12
2024,8,대구광역시,전기,승용,409
2024,8,대구광역시,하이브리드,승용,1698
2024,8,대구광역시,휘발유,승용,325
2024,8,대전광역시,경유,승용,135
2024,8,대전광역시,수소,승용,14
2024,8,대전광역시,전기,승용,352
2024,8,대전광역시,하이브리드,승용,1019
2024,8,대전광역시,휘발유,승용,209
2024,8,부산광역시,경유,승용,405
2024,8,부산광역시,수소,승용,11
2024,8,부산광역시,전기,승용,570
2024,8,부산광역시,하이브리드,승용,3030
2024,8,부산광역시,휘발유,승용,927
2024,8,서울특별시,경유,승용,396
2024,8,서울특별시,수소,승용,6
2024,8,서울특별시,전기,승용,884
2024,8,서울특별시,하이브리드,승용,3384
2024,8,서울특별시,휘발유,승용,465
2024,8,세종특별자치시,경유,승용,9
2024,8,세종특별자치시,수소,승용,0
2024,8,세종특별자치시,전기,승용,14
2024,8,세종특별자치시,하이브리드,승용,49
2024,8,세종특별자치시,휘발유,승용,2
2024,8,울산광역시,경유,승용,42
2024,8,울산광역시,수소,승용,20
2024,8,울산광역시,전기,승용,97
2024,8,울산광역시,하이브리드,승용,818
2024,8,울산광역시,휘발유,승용,41
2024,8,인천광역시,경유,승용,656
2024,8,인천광역시,수소,승용,22
2024,8,인천광역시,전기,승용,1716
2024,8,인천광역시,하이브리드,승용,3911
2024,8,인천광역시,휘발유,승용,1644
2024,8,전라남도,경유,승용,427
2024,8,전라남도,수소,승용,14
2024,8,전라남도,전기,승용,450
2024,8,전라남도,하이브리드,승용,1559
2024,8,전라남도,휘발유,승용,83
2024,8,전라북도,수소,승용,34
2024,8,전라북도,전기,승용,396
2024,8,전라북도,하이브리드,승용,760
2024,8,전라북도,휘발유,승용,141
2024,8,전라북도,경유,승용,105
2024,8,제주특별자치도,경유,승용,361
2024,8,제주특별자치도,수소,승용,40
2024,8,제주특별자치도,전기,승용,2614
2024,8,제주특별자치도,하이브리드,승용,1533
2024,8,제주특별자치도,휘발유,승용,107
2024,8,충청남도,경유,승용,161
2024,8,충청남도,수소,승용,7
2024,8,충청남도,전기,승용,479
2024,8,충청남도,하이브리드,승용,664
2024,8,충청남도,휘발유,승용,144
2024,8,충청북도,경유,승용,87
2024,8,충청북도,수소,승용,12
2024,8,충청북도,전기,승용,375
2024,8,충청북도,하이브리드,승용,529
2024,8,충청북도,휘발유,승용,79
2024,9,강원도,경유,승용,102
2024,9,강원도,수소,승용,6
2024,9,강원도,전기,승용,168
2024,9,강원도,하이브리드,승용,843
2024,9,강원도,휘발유,승용,152
2024,9,경기도,전기,승용,1200
2024,9,경기도,하이브리드,승용,7175
2024,9,경기도,휘발유,승용,1421
2024,9,경기도,경유,승용,732
2024,9,경기도,수소,승용,15
2024,9,경상남도,경유,승용,378
2024,9,경상남도,수소,승용,8
2024,9,경상남도,전기,승용,1333
2024,9,경상남도,하이브리드,승용,6171
2024,9,경상남도,휘발유,승용,1184
2024,9,경상북도,경유,승용,123
2024,9,경상북도,수소,승용,1
2024,9,경상북도,전기,승용,217
2024,9,경상북도,하이브리드,승용,930
2024,9,경상북도,휘발유,승용,121
2024,9,광주광역시,경유,승용,107
2024,9,광주광역시,수소,승용,1
2024,9,광주광역시,전기,승용,211
2024,9,광주광역시,하이브리드,승용,1406
2024,9,광주광역시,휘발유,승용,197
2024,9,대구광역시,경유,승용,157
2024,9,대구광역시,수소,승용,2
2024,9,대구광역시,전기,승용,349
2024,9,대구광역시,하이브리드,승용,2151
2024,9,대구광역시,휘발유,승용,429
2024,9,대전광역시,경유,승용,122
2024,9,대전광역시,수소,승용,1
2024,9,대전광역시,전기,승용,215
2024,9,대전광역시,하이브리드,승용,1431
2024,9,대전광역시,휘발유,승용,171
2024,9,부산광역시,경유,승용,316
2024,9,부산광역시,수소,승용,1
2024,9,부산광역시,전기,승용,549
2024,9,부산광역시,하이브리드,승용,3852
2024,9,부산광역시,휘발유,승용,905
2024,9,서울특별시,경유,승용,295
2024,9,서울특별시,수소,승용,1
2024,9,서울특별시,전기,승용,620
2024,9,서울특별시,하이브리드,승용,4558
2024,9,서울특별시,휘발유,승용,540
2024,9,세종특별자치시,경유,승용,7
2024,9,세종특별자치시,수소,승용,0
2024,9,세종특별자치시,전기,승용,16
2024,9,세종특별자치시,하이브리드,승용,64
2024,9,세종특별자치시,휘발유,승용,2
2024,9,울산광역시,경유,승용,63
2024,9,울산광역시,수소,승용,5
2024,9,울산광역시,전기,승용,93
2024,9,울산광역시,하이브리드,승용,1279
2024,9,울산광역시,휘발유,승용,36
2024,9,인천광역시,경유,승용,577
2024,9,인천광역시,수소,승용,9
2024,9,인천광역시,전기,승용,1189
2024,9,인천광역시,하이브리드,승용,5399
2024,9,인천광역시,휘발유,승용,1711
2024,9,전라남도,경유,승용,544
2024,9,전라남도,수소,승용,4
2024,9,전라남도,전기,승용,761
2024,9,전라남도,하이브리드,승용,1980
2024,9,전라남도,휘발유,승용,86
2024,9,전라북도,경유,승용,125
2024,9,전라북도,수소,승용,6
2024,9,전라북도,전기,승용,295
2024,9,전라북도,하이브리드,승용,1086
2024,9,전라북도,휘발유,승용,144
2024,9,제주특별자치도,경유,승용,326
2024,9,제주특별자치도,수소,승용,81
2024,9,제주특별자치도,전기,승용,2611
2024,9,제주특별자치도,하이브리드,승용,2007
2024,9,제주특별자치도,휘발유,승용,108
2024,9,충청남도,경유,승용,133
2024,9,충청남도,수소,승용,7
