연도,월,지역,연료,차종,등록대수
2020,4,대전광역시,전기,화물,46
2020,4,대전광역시,전기,특수,0
2020,4,대전광역시,하이브리드,승용,551
2020,4,대전광역시,하이브리드,승합,0
2020,4,대전광역시,하이브리드,화물,0
2020,4,대전광역시,하이브리드,특수,0
2020,4,대전광역시,휘발유,승용,807
2020,4,대전광역시,휘발유,승합,0
2020,4,대전광역시,휘발유,화물,22
2020,4,대전광역시,휘발유,특수,0
2020,4,부산광역시,경유,승용,1861
2020,4,부산광역시,경유,승합,74
2020,4,부산광역시,경유,화물,666
2020,4,부산광역시,경유,특수,49
2020,4,부산광역시,수소,승용,30
2020,4,부산광역시,수소,승합,0
2020,4,부산광역시,수소,화물,0
2020,4,부산광역시,수소,특수,0
2020,4,부산광역시,전기,승용,145
2020,4,부산광역시,전기,승합,0
2020,4,부산광역시,전기,화물,91
2020,4,부산광역시,전기,특수,0
2020,4,부산광역시,하이브리드,승용,574
2020,4,부산광역시,하이브리드,승합,0
2020,4,부산광역시,하이브리드,화물,0
2020,4,부산광역시,하이브리드,특수,0
2020,4,부산광역시,휘발유,승용,1872
2020,4,부산광역시,휘발유,승합,0
2020,4,부산광역시,휘발유,화물,13
2020,4,부산광역시,휘발유,특수,0
2020,4,서울특별시,경유,승용,3196
2020,4,서울특별시,경유,승합,223
2020,4,서울특별시,경유,화물,2184
2020,4,서울특별시,경유,특수,42
2020,4,서울특별시,수소,승용,382
2020,4,서울특별시,수소,승합,0
2020,4,서울특별시,수소,화물,0
2020,4,서울특별시,수소,특수,0
2020,4,서울특별시,전기,승용,294
2020,4,서울특별시,전기,승합,4
2020,4,서울특별시,전기,화물,213
2020,4,서울특별시,전기,특수,0
2020,4,서울특별시,하이브리드,승용,2132
2020,4,서울특별시,하이브리드,승합,0
2020,4,서울특별시,하이브리드,화물,0
2020,4,서울특별시,하이브리드,특수,0
2020,4,서울특별시,휘발유,승용,2796
2020,4,서울특별시,휘발유,승합,0
2020,4,서울특별시,휘발유,화물,61
2020,4,서울특별시,휘발유,특수,0
2020,4,세종특별자치시,경유,승용,33
2020,4,세종특별자치시,경유,승합,4
2020,4,세종특별자치시,경유,화물,38
2020,4,세종특별자치시,경유,특수,1
2020,4,세종특별자치시,수소,승용,0
2020,4,세종특별자치시,수소,승합,0
2020,4,세종특별자치시,수소,화물,0
2020,4,세종특별자치시,수소,특수,0
2020,4,세종특별자치시,전기,승용,2
2020,4,세종특별자치시,전기,승합,0
2020,4,세종특별자치시,전기,화물,0
2020,4,세종특별자치시,전기,특수,0
2020,4,세종특별자치시,하이브리드,승용,34
2020,4,세종특별자치시,하이브리드,승합,0
2020,4,세종특별자치시,하이브리드,화물,0
2020,4,세종특별자치시,하이브리드,특수,0
2020,4,세종특별자치시,휘발유,승용,7
2020,4,세종특별자치시,휘발유,승합,0
2020,4,세종특별자치시,휘발유,화물,1
2020,4,세종특별자치시,휘발유,특수,0
2020,4,울산광역시,경유,승용,751
2020,4,울산광역시,경유,승합,52
2020,4,울산광역시,경유,화물,236
2020,4,울산광역시,경유,특수,3
2020,4,울산광역시,수소,승용,44
2020,4,울산광역시,수소,승합,0
2020,4,울산광역시,수소,화물,0
2020,4,울산광역시,수소,특수,0
2020,4,울산광역시,전기,승용,60
2020,4,울산광역시,전기,승합,0
2020,4,울산광역시,전기,화물,31
2020,4,울산광역시,전기,특수,0
2020,4,울산광역시,하이브리드,승용,301
2020,4,울산광역시,하이브리드,승합,0
2020,4,울산광역시,하이브리드,화물,0
2020,4,울산광역시,하이브리드,특수,0
2020,4,울산광역시,휘발유,승용,308
2020,4,울산광역시,휘발유,승합,0
2020,4,울산광역시,휘발유,화물,7
2020,4,울산광역시,휘발유,특수,1
2020,4,인천광역시,경유,승용,4985
2020,4,인천광역시,경유,승합,153
2020,4,인천광역시,경유,화물,1084
2020,4,인천광역시,경유,특수,27
2020,4,인천광역시,수소,승용,34
2020,4,인천광역시,수소,승합,0
2020,4,인천광역시,수소,화물,0
2020,4,인천광역시,수소,특수,0
2020,4,인천광역시,전기,승용,82
2020,4,인천광역시,전기,승합,0
2020,4,인천광역시,전기,화물,5
2020,4,인천광역시,전기,특수,0
2020,4,인천광역시,하이브리드,승용,1365
2020,4,인천광역시,하이브리드,승합,0
2020,4,인천광역시,하이브리드,화물,0
2020,4,인천광역시,하이브리드,특수,0
2020,4,인천광역시,휘발유,승용,4634
2020,4,인천광역시,휘발유,승합,1
2020,4,인천광역시,휘발유,화물,26
2020,4,인천광역시,휘발유,특수,0
2020,4,전라남도,경유,승용,1430
2020,4,전라남도,경유,승합,146
2020,4,전라남도,경유,화물,742
2020,4,전라남도,경유,특수,15
2020,4,전라남도,수소,승용,4
2020,4,전라남도,수소,승합,0
2020,4,전라남도,수소,화물,0
2020,4,전라남도,수소,특수,0
2020,4,전라남도,전기,승용,138
2020,4,전라남도,전기,승합,0
2020,4,전라남도,전기,화물,15
2020,4,전라남도,전기,특수,0
2020,4,전라남도,하이브리드,승용,305
2020,4,전라남도,하이브리드,승합,0
2020,4,전라남도,하이브리드,화물,0
2020,4,전라남도,하이브리드,특수,0
2020,4,전라남도,휘발유,승용,430
2020,4,전라남도,휘발유,승합,1
2020,4,전라남도,휘발유,화물,13
2020,4,전라남도,휘발유,특수,0
2020,4,전라북도,경유,승용,1003
2020,4,전라북도,경유,승합,78
2020,4,전라북도,경유,화물,915
2020,4,전라북도,경유,특수,16
2020,4,전라북도,수소,승용,77
2020,4,전라북도,수소,승합,0
2020,4,전라북도,수소,화물,0
2020,4,전라북도,수소,특수,0
2020,4,전라북도,전기,승용,153
2020,4,전라북도,전기,승합,0
2020,4,전라북도,전기,화물,31
2020,4,전라북도,전기,특수,0
2020,4,전라북도,하이브리드,승용,360
2020,4,전라북도,하이브리드,승합,0
2020,4,전라북도,하이브리드,화물,0
2020,4,전라북도,하이브리드,특수,0
2020,4,전라북도,휘발유,승용,605
2020,4,전라북도,휘발유,승합,0
2020,4,전라북도,휘발유,화물,17
2020,4,전라북도,휘발유,특수,0
2020,4,제주특별자치도,경유,승용,2269
2020,4,제주특별자치도,경유,승합,116
2020,4,제주특별자치도,경유,화물,525
2020,4,제주특별자치도,경유,특수,6
2020,4,제주특별자치도,수소,승용,1
2020,4,제주특별자치도,수소,승합,0
2020,4,제주특별자치도,수소,화물,0
2020,4,제주특별자치도,수소,특수,0
2020,4,제주특별자치도,전기,승용,201
2020,4,제주특별자치도,전기,승합,0
2020,4,제주특별자치도,전기,화물,169
2020,4,제주특별자치도,전기,특수,0
2020,4,제주특별자치도,하이브리드,승용,482
2020,4,제주특별자치도,하이브리드,승합,0
2020,4,제주특별자치도,하이브리드,화물,0
2020,4,제주특별자치도,하이브리드,특수,0
2020,4,제주특별자치도,휘발유,승용,371
2020,4,제주특별자치도,휘발유,승합,0
2020,4,제주특별자치도,휘발유,화물,10
2020,4,제주특별자치도,휘발유,특수,0
2020,4,충청남도,경유,승용,952
2020,4,충청남도,경유,승합,100
2020,4,충청남도,경유,화물,861
2020,4,충청남도,경유,특수,35
2020,4,충청남도,수소,승용,20
2020,4,충청남도,수소,승합,0
2020,4,충청남도,수소,화물,0
2020,4,충청남도,수소,특수,0
2020,4,충청남도,전기,승용,193
2020,4,충청남도,전기,승합,0
2020,4,충청남도,전기,화물,33
2020,4,충청남도,전기,특수,0
2020,4,충청남도,하이브리드,승용,368
2020,4,충청남도,하이브리드,승합,0
2020,4,충청남도,하이브리드,화물,0
2020,4,충청남도,하이브리드,특수,0
2020,4,충청남도,휘발유,승용,711
2020,4,충청남도,휘발유,승합,0
2020,4,충청남도,휘발유,화물,36
2020,4,충청남도,휘발유,특수,0
2020,4,충청북도,경유,승용,728
2020,4,충청북도,경유,승합,68
2020,4,충청북도,경유,화물,656
2020,4,충청북도,경유,특수,33
2020,4,충청북도,수소,승용,5
2020,4,충청북도,수소,승합,0
2020,4,충청북도,수소,화물,0
2020,4,충청북도,수소,특수,0
2020,4,충청북도,전기,승용,256
2020,4,충청북도,전기,승합,0
2020,4,충청북도,전기,화물,45
2020,4,충청북도,전기,특수,0
2020,4,충청북도,하이브리드,승용,280
2020,4,충청북도,하이브리드,승합,0
2020,4,충청북도,하이브리드,화물,0
2020,4,충청북도,하이브리드,특수,0
2020,4,충청북도,휘발유,승용,507
2020,4,충청북도,휘발유,승합,1
2020,4,충청북도,휘발유,화물,14
2020,4,충청북도,휘발유,특수,0
2020,5,강원도,경유,승용,703
2020,5,강원도,경유,승합,98
2020,5,강원도,경유,화물,640
2020,5,강원도,경유,특수,11
2020,5,강원도,수소,승용,44
2020,5,강원도,수소,승합,0
2020,5,강원도,수소,화물,0
2020,5,강원도,수소,특수,0
2020,5,강원도,전기,승용,50
2020,5,강원도,전기,승합,0
2020,5,강원도,전기,화물,15
2020,5,강원도,전기,특수,0
2020,5,강원도,하이브리드,승용,290
2020,5,강원도,하이브리드,승합,0
2020,5,강원도,하이브리드,화물,0
2020,5,강원도,하이브리드,특수,0
2020,5,강원도,휘발유,승용,430
2020,5,강원도,휘발유,승합,0
2020,5,강원도,휘발유,화물,24
2020,5,강원도,휘발유,특수,0
2020,5,경기도,경유,승용,5370
2020,5,경기도,경유,승합,485
2020,5,경기도,경유,화물,3590
2020,5,경기도,경유,특수,221
2020,5,경기도,수소,승용,31
2020,5,경기도,수소,승합,0
2020,5,경기도,수소,화물,0
2020,5,경기도,수소,특수,0
2020,5,경기도,전기,승용,239
2020,5,경기도,전기,승합,22
2020,5,경기도,전기,화물,52
2020,5,경기도,전기,특수,2
2020,5,경기도,하이브리드,승용,2866
2020,5,경기도,하이브리드,승합,0
2020,5,경기도,하이브리드,화물,0
2020,5,경기도,하이브리드,특수,0
2020,5,경기도,휘발유,승용,3922
2020,5,경기도,휘발유,승합,3
2020,5,경기도,휘발유,화물,161
2020,5,경기도,휘발유,특수,0
2020,5,경상남도,경유,승용,2531
2020,5,경상남도,경유,승합,114
2020,5,경상남도,경유,화물,1029
2020,5,경상남도,경유,특수,36
2020,5,경상남도,수소,승용,11
2020,5,경상남도,수소,승합,0
2020,5,경상남도,수소,화물,0
2020,5,경상남도,수소,특수,0
2020,5,경상남도,전기,승용,58
2020,5,경상남도,전기,승합,6
2020,5,경상남도,전기,화물,42
2020,5,경상남도,전기,특수,0
2020,5,경상남도,하이브리드,승용,1119
2020,5,경상남도,하이브리드,승합,0
2020,5,경상남도,하이브리드,화물,0
2020,5,경상남도,하이브리드,특수,0
2020,5,경상남도,휘발유,승용,2819
2020,5,경상남도,휘발유,승합,0
2020,5,경상남도,휘발유,화물,24
2020,5,경상남도,휘발유,특수,0
2020,5,경상북도,경유,승용,863
2020,5,경상북도,경유,승합,111
2020,5,경상북도,경유,화물,757
2020,5,경상북도,경유,특수,31
2020,5,경상북도,수소,승용,0
2020,5,경상북도,수소,승합,0
2020,5,경상북도,수소,화물,0
2020,5,경상북도,수소,특수,0
2020,5,경상북도,전기,승용,51
2020,5,경상북도,전기,승합,0
2020,5,경상북도,전기,화물,44
2020,5,경상북도,전기,특수,1
2020,5,경상북도,하이브리드,승용,378
2020,5,경상북도,하이브리드,승합,0
2020,5,경상북도,하이브리드,화물,0
2020,5,경상북도,하이브리드,특수,0
2020,5,경상북도,휘발유,승용,413
2020,5,경상북도,휘발유,승합,0
2020,5,경상북도,휘발유,화물,27
2020,5,경상북도,휘발유,특수,0
2020,5,광주광역시,경유,승용,1121
2020,5,광주광역시,경유,승합,42
2020,5,광주광역시,경유,화물,696
2020,5,광주광역시,경유,특수,13
2020,5,광주광역시,수소,승용,0
2020,5,광주광역시,수소,승합,0
2020,5,광주광역시,수소,화물,0
2020,5,광주광역시,수소,특수,0
2020,5,광주광역시,전기,승용,38
2020,5,광주광역시,전기,승합,0
2020,5,광주광역시,전기,화물,4
2020,5,광주광역시,전기,특수,0
2020,5,광주광역시,하이브리드,승용,418
2020,5,광주광역시,하이브리드,승합,0
2020,5,광주광역시,하이브리드,화물,0
2020,5,광주광역시,하이브리드,특수,0
2020,5,광주광역시,휘발유,승용,603
2020,5,광주광역시,휘발유,승합,0
2020,5,광주광역시,휘발유,화물,15
2020,5,광주광역시,휘발유,특수,0
2020,5,대구광역시,경유,승용,1379
2020,5,대구광역시,경유,승합,77
2020,5,대구광역시,경유,화물,898
2020,5,대구광역시,경유,특수,27
2020,5,대구광역시,수소,승용,1
2020,5,대구광역시,수소,승합,0
2020,5,대구광역시,수소,화물,0
2020,5,대구광역시,수소,특수,0
2020,5,대구광역시,전기,승용,136
2020,5,대구광역시,전기,승합,9
2020,5,대구광역시,전기,화물,204
2020,5,대구광역시,전기,특수,0
2020,5,대구광역시,하이브리드,승용,840
2020,5,대구광역시,하이브리드,승합,0
2020,5,대구광역시,하이브리드,화물,0
2020,5,대구광역시,하이브리드,특수,0
2020,5,대구광역시,휘발유,승용,1538
2020,5,대구광역시,휘발유,승합,0
2020,5,대구광역시,휘발유,화물,17
2020,5,대구광역시,휘발유,특수,0
2020,5,대전광역시,경유,승용,863
2020,5,대전광역시,경유,승합,35
2020,5,대전광역시,경유,화물,589
2020,5,대전광역시,경유,특수,11
2020,5,대전광역시,수소,승용,54
2020,5,대전광역시,수소,승합,0
2020,5,대전광역시,수소,화물,0
2020,5,대전광역시,수소,특수,0
2020,5,대전광역시,전기,승용,48
2020,5,대전광역시,전기,승합,0
2020,5,대전광역시,전기,화물,8
2020,5,대전광역시,전기,특수,0
2020,5,대전광역시,하이브리드,승용,602
2020,5,대전광역시,하이브리드,승합,0
2020,5,대전광역시,하이브리드,화물,0
2020,5,대전광역시,하이브리드,특수,0
2020,5,대전광역시,휘발유,승용,757
2020,5,대전광역시,휘발유,승합,0
2020,5,대전광역시,휘발유,화물,23
2020,5,대전광역시,휘발유,특수,1
2020,5,부산광역시,경유,승용,1698
2020,5,부산광역시,경유,승합,75
2020,5,부산광역시,경유,화물,634
2020,5,부산광역시,경유,특수,31
2020,5,부산광역시,수소,승용,9
2020,5,부산광역시,수소,승합,0
2020,5,부산광역시,수소,화물,0
2020,5,부산광역시,수소,특수,0
2020,5,부산광역시,전기,승용,30
2020,5,부산광역시,전기,승합,2
2020,5,부산광역시,전기,화물,17
2020,5,부산광역시,전기,특수,0
2020,5,부산광역시,하이브리드,승용,780
2020,5,부산광역시,하이브리드,승합,0
2020,5,부산광역시,하이브리드,화물,0
2020,5,부산광역시,하이브리드,특수,0
2020,5,부산광역시,휘발유,승용,1590
2020,5,부산광역시,휘발유,승합,0
2020,5,부산광역시,휘발유,화물,26
2020,5,부산광역시,휘발유,특수,0
2020,5,서울특별시,경유,승용,2861
2020,5,서울특별시,경유,승합,184
2020,5,서울특별시,경유,화물,2069
2020,5,서울특별시,경유,특수,38
2020,5,서울특별시,수소,승용,33
2020,5,서울특별시,수소,승합,0
2020,5,서울특별시,수소,화물,0
2020,5,서울특별시,수소,특수,0
2020,5,서울특별시,전기,승용,475
2020,5,서울특별시,전기,승합,0
2020,5,서울특별시,전기,화물,128
2020,5,서울특별시,전기,특수,0
2020,5,서울특별시,하이브리드,승용,2422
2020,5,서울특별시,하이브리드,승합,0
2020,5,서울특별시,하이브리드,화물,0
2020,5,서울특별시,하이브리드,특수,0
2020,5,서울특별시,휘발유,승용,2461
2020,5,서울특별시,휘발유,승합,0
2020,5,서울특별시,휘발유,화물,65
2020,5,서울특별시,휘발유,특수,0
2020,5,세종특별자치시,경유,승용,41
2020,5,세종특별자치시,경유,승합,1
2020,5,세종특별자치시,경유,화물,44
2020,5,세종특별자치시,경유,특수,3
2020,5,세종특별자치시,수소,승용,2
2020,5,세종특별자치시,수소,승합,0
2020,5,세종특별자치시,수소,화물,0
2020,5,세종특별자치시,수소,특수,0
2020,5,세종특별자치시,전기,승용,2
2020,5,세종특별자치시,전기,승합,0
2020,5,세종특별자치시,전기,화물,0
2020,5,세종특별자치시,전기,특수,0
2020,5,세종특별자치시,하이브리드,승용,19
2020,5,세종특별자치시,하이브리드,승합,0
2020,5,세종특별자치시,하이브리드,화물,0
2020,5,세종특별자치시,하이브리드,특수,0
2020,5,세종특별자치시,휘발유,승용,10
2020,5,세종특별자치시,휘발유,승합,0
2020,5,세종특별자치시,휘발유,화물,0
2020,5,세종특별자치시,휘발유,특수,0
2020,5,울산광역시,경유,승용,562
2020,5,울산광역시,경유,승합,24
2020,5,울산광역시,경유,화물,297
2020,5,울산광역시,경유,특수,23
2020,5,울산광역시,수소,승용,43
2020,5,울산광역시,수소,승합,0
2020,5,울산광역시,수소,화물,0
2020,5,울산광역시,수소,특수,0
2020,5,울산광역시,전기,승용,35
2020,5,울산광역시,전기,승합,0
2020,5,울산광역시,전기,화물,8
2020,5,울산광역시,전기,특수,0
2020,5,울산광역시,하이브리드,승용,333
2020,5,울산광역시,하이브리드,승합,0
2020,5,울산광역시,하이브리드,화물,0
2020,5,울산광역시,하이브리드,특수,0
2020,5,울산광역시,휘발유,승용,264
2020,5,울산광역시,휘발유,승합,0
2020,5,울산광역시,휘발유,화물,8
2020,5,울산광역시,휘발유,특수,0
2020,5,인천광역시,경유,승용,4412
2020,5,인천광역시,경유,승합,161
2020,5,인천광역시,경유,화물,1126
2020,5,인천광역시,경유,특수,35
2020,5,인천광역시,수소,승용,7
2020,5,인천광역시,수소,승합,0
2020,5,인천광역시,수소,화물,0
2020,5,인천광역시,수소,특수,0
2020,5,인천광역시,전기,승용,50
2020,5,인천광역시,전기,승합,0
2020,5,인천광역시,전기,화물,0
2020,5,인천광역시,전기,특수,0
2020,5,인천광역시,하이브리드,승용,1836
2020,5,인천광역시,하이브리드,승합,0
2020,5,인천광역시,하이브리드,화물,0
2020,5,인천광역시,하이브리드,특수,0
2020,5,인천광역시,휘발유,승용,4269
2020,5,인천광역시,휘발유,승합,0
2020,5,인천광역시,휘발유,화물,25
2020,5,인천광역시,휘발유,특수,0
2020,5,전라남도,경유,승용,1383
2020,5,전라남도,경유,승합,115
2020,5,전라남도,경유,화물,744
2020,5,전라남도,경유,특수,22
2020,5,전라남도,수소,승용,2
2020,5,전라남도,수소,승합,0
2020,5,전라남도,수소,화물,0
2020,5,전라남도,수소,특수,0
2020,5,전라남도,전기,승용,61
2020,5,전라남도,전기,승합,0
2020,5,전라남도,전기,화물,7
2020,5,전라남도,전기,특수,0
2020,5,전라남도,하이브리드,승용,368
2020,5,전라남도,하이브리드,승합,0
2020,5,전라남도,하이브리드,화물,0
2020,5,전라남도,하이브리드,특수,0
2020,5,전라남도,휘발유,승용,421
2020,5,전라남도,휘발유,승합,0
2020,5,전라남도,휘발유,화물,13
2020,5,전라남도,휘발유,특수,0
2020,5,전라북도,경유,승용,888
2020,5,전라북도,경유,승합,110
2020,5,전라북도,경유,화물,850
2020,5,전라북도,경유,특수,20
2020,5,전라북도,수소,승용,39
2020,5,전라북도,수소,승합,0
2020,5,전라북도,수소,화물,0
2020,5,전라북도,수소,특수,0
2020,5,전라북도,전기,승용,69
2020,5,전라북도,전기,승합,0
2020,5,전라북도,전기,화물,16
2020,5,전라북도,전기,특수,0
2020,5,전라북도,하이브리드,승용,374
2020,5,전라북도,하이브리드,승합,0
2020,5,전라북도,하이브리드,화물,0
2020,5,전라북도,하이브리드,특수,0
2020,5,전라북도,휘발유,승용,512
2020,5,전라북도,휘발유,승합,0
2020,5,전라북도,휘발유,화물,26
2020,5,전라북도,휘발유,특수,0
2020,5,제주특별자치도,경유,승용,1998
2020,5,제주특별자치도,경유,승합,100
2020,5,제주특별자치도,경유,화물,433
2020,5,제주특별자치도,경유,특수,5
2020,5,제주특별자치도,수소,승용,0
2020,5,제주특별자치도,수소,승합,0
2020,5,제주특별자치도,수소,화물,0
2020,5,제주특별자치도,수소,특수,0
2020,5,제주특별자치도,전기,승용,183
2020,5,제주특별자치도,전기,승합,0
2020,5,제주특별자치도,전기,화물,162
2020,5,제주특별자치도,전기,특수,0
2020,5,제주특별자치도,하이브리드,승용,503
2020,5,제주특별자치도,하이브리드,승합,0
2020,5,제주특별자치도,하이브리드,화물,0
2020,5,제주특별자치도,하이브리드,특수,0
2020,5,제주특별자치도,휘발유,승용,321
2020,5,제주특별자치도,휘발유,승합,0
2020,5,제주특별자치도,휘발유,화물,8
2020,5,제주특별자치도,휘발유,특수,0
2020,5,충청남도,경유,승용,984
2020,5,충청남도,경유,승합,96
2020,5,충청남도,경유,화물,787
2020,5,충청남도,경유,특수,28
2020,5,충청남도,수소,승용,3
2020,5,충청남도,수소,승합,0
2020,5,충청남도,수소,화물,0
2020,5,충청남도,수소,특수,0
2020,5,충청남도,전기,승용,65
2020,5,충청남도,전기,승합,0
2020,5,충청남도,전기,화물,35
2020,5,충청남도,전기,특수,0
2020,5,충청남도,하이브리드,승용,395
2020,5,충청남도,하이브리드,승합,0
2020,5,충청남도,하이브리드,화물,0
2020,5,충청남도,하이브리드,특수,0
2020,5,충청남도,휘발유,승용,617
2020,5,충청남도,휘발유,승합,0
2020,5,충청남도,휘발유,화물,27
2020,5,충청남도,휘발유,특수,1
2020,5,충청북도,경유,승용,717
2020,5,충청북도,경유,승합,74
2020,5,충청북도,경유,화물,612
2020,5,충청북도,경유,특수,17
2020,5,충청북도,수소,승용,4
2020,5,충청북도,수소,승합,0
2020,5,충청북도,수소,화물,0
2020,5,충청북도,수소,특수,0
2020,5,충청북도,전기,승용,62
2020,5,충청북도,전기,승합,0
2020,5,충청북도,전기,화물,29
2020,5,충청북도,전기,특수,0
2020,5,충청북도,하이브리드,승용,292
2020,5,충청북도,하이브리드,승합,0
2020,5,충청북도,하이브리드,화물,0
2020,5,충청북도,하이브리드,특수,0
2020,5,충청북도,휘발유,승용,438
2020,5,충청북도,휘발유,승합,0
2020,5,충청북도,휘발유,화물,16
2020,5,충청북도,휘발유,특수,0
2020,6,강원도,경유,승용,0
2020,6,강원도,경유,승합,0
2020,6,강원도,경유,화물,0
2020,6,강원도,경유,특수,0
2020,6,강원도,수소,승용,0
2020,6,강원도,수소,승합,0
2020,6,강원도,수소,화물,0
2020,6,강원도,수소,특수,0
2020,6,강원도,전기,승용,0
2020,6,강원도,전기,승합,0
2020,6,강원도,전기,화물,0
2020,6,강원도,전기,특수,0
2020,6,강원도,하이브리드,승용,0
2020,6,강원도,하이브리드,승합,0
2020,6,강원도,하이브리드,화물,0
2020,6,강원도,하이브리드,특수,0
2020,6,강원도,휘발유,승용,0
2020,6,강원도,휘발유,승합,0
2020,6,강원도,휘발유,화물,0
2020,6,강원도,휘발유,특수,0
2020,6,경기도,경유,승용,0
2020,6,경기도,경유,승합,0
2020,6,경기도,경유,화물,0
2020,6,경기도,경유,특수,0
2020,6,경기도,수소,승용,0
2020,6,경기도,수소,승합,0
2020,6,경기도,수소,화물,0
2020,6,경기도,수소,특수,0
2020,6,경기도,전기,승용,0
2020,6,경기도,전기,승합,0
2020,6,경기도,전기,화물,0
2020,6,경기도,전기,특수,0
2020,6,경기도,하이브리드,승용,0
2020,6,경기도,하이브리드,승합,0
2020,6,경기도,하이브리드,화물,0
2020,6,경기도,하이브리드,특수,0
2020,6,경기도,휘발유,승용,0
2020,6,경기도,휘발유,승합,0
2020,6,경기도,휘발유,화물,0
2020,6,경기도,휘발유,특수,0
2020,6,경상남도,하이브리드,승합,0
2020,6,경상남도,하이브리드,화물,0
2020,6,경상남도,하이브리드,특수,0
2020,6,경상남도,휘발유,승용,0
2020,6,경상남도,휘발유,승합,0
2020,6,경상남도,휘발유,화물,0
2020,6,경상남도,휘발유,특수,0
2020,6,경상남도,경유,승용,0
2020,6,경상남도,경유,승합,0
2020,6,경상남도,경유,화물,0
2020,6,경상남도,경유,특수,0
2020,6,경상남도,수소,승용,0
2020,6,경상남도,수소,승합,0
2020,6,경상남도,수소,화물,0
2020,6,경상남도,수소,특수,0
2020,6,경상남도,전기,승용,0
2020,6,경상남도,전기,승합,0
2020,6,경상남도,전기,화물,0
2020,6,경상남도,전기,특수,0
2020,6,경상남도,하이브리드,승용,0
2020,6,경상북도,경유,승용,0
2020,6,경상북도,경유,승합,0
2020,6,경상북도,경유,화물,0
2020,6,경상북도,경유,특수,0
2020,6,경상북도,수소,승용,0
2020,6,경상북도,수소,승합,0
2020,6,경상북도,수소,화물,0
2020,6,경상북도,수소,특수,0
2020,6,경상북도,전기,승용,0
2020,6,경상북도,전기,승합,0
2020,6,경상북도,전기,화물,0
2020,6,경상북도,전기,특수,0
2020,6,경상북도,하이브리드,승용,0
2020,6,경상북도,하이브리드,승합,0
2020,6,경상북도,하이브리드,화물,0
2020,6,경상북도,하이브리드,특수,0
2020,6,경상북도,휘발유,승용,0
2020,6,경상북도,휘발유,승합,0
2020,6,경상북도,휘발유,화물,0
2020,6,경상북도,휘발유,특수,0
2020,6,광주광역시,경유,승용,1295
2020,6,광주광역시,경유,승합,0
2020,6,광주광역시,경유,화물,0
2020,6,광주광역시,경유,특수,0
2020,6,광주광역시,수소,승용,0
2020,6,광주광역시,수소,승합,0
2020,6,광주광역시,수소,화물,0
2020,6,광주광역시,수소,특수,0
2020,6,광주광역시,전기,승용,0
2020,6,광주광역시,전기,승합,0
2020,6,광주광역시,전기,화물,0
2020,6,광주광역시,전기,특수,0
2020,6,광주광역시,하이브리드,승용,0
2020,6,광주광역시,하이브리드,승합,0
2020,6,광주광역시,하이브리드,화물,0
2020,6,광주광역시,하이브리드,특수,0
2020,6,광주광역시,휘발유,승용,0
2020,6,광주광역시,휘발유,승합,0
2020,6,광주광역시,휘발유,화물,0
2020,6,광주광역시,휘발유,특수,0
2020,6,대구광역시,휘발유,화물,15
2020,6,대구광역시,휘발유,특수,0
2020,6,대구광역시,경유,승용,1590
2020,6,대구광역시,경유,승합,85
2020,6,대구광역시,경유,화물,1015
2020,6,대구광역시,경유,특수,27
2020,6,대구광역시,수소,승용,3
2020,6,대구광역시,수소,승합,0
2020,6,대구광역시,수소,화물,0
2020,6,대구광역시,수소,특수,0
2020,6,대구광역시,전기,승용,98
2020,6,대구광역시,전기,승합,1
2020,6,대구광역시,전기,화물,121
2020,6,대구광역시,전기,특수,0
2020,6,대구광역시,하이브리드,승용,986
2020,6,대구광역시,하이브리드,승합,0
2020,6,대구광역시,하이브리드,화물,0
2020,6,대구광역시,하이브리드,특수,0
2020,6,대구광역시,휘발유,승용,1770
2020,6,대구광역시,휘발유,승합,0
2020,6,대전광역시,경유,승용,0
2020,6,대전광역시,경유,승합,0
2020,6,대전광역시,경유,화물,0
2020,6,대전광역시,경유,특수,0
2020,6,대전광역시,수소,승용,0
2020,6,대전광역시,수소,승합,0
2020,6,대전광역시,수소,화물,0
2020,6,대전광역시,수소,특수,0
2020,6,대전광역시,전기,승용,0
2020,6,대전광역시,전기,승합,0
2020,6,대전광역시,전기,화물,0
2020,6,대전광역시,전기,특수,0
2020,6,대전광역시,하이브리드,승용,0
2020,6,대전광역시,하이브리드,승합,0
2020,6,대전광역시,하이브리드,화물,0
2020,6,대전광역시,하이브리드,특수,0
2020,6,대전광역시,휘발유,승용,0
2020,6,대전광역시,휘발유,승합,0
2020,6,대전광역시,휘발유,화물,0
2020,6,대전광역시,휘발유,특수,0
2020,6,부산광역시,경유,승용,2179
2020,6,부산광역시,경유,승합,143
2020,6,부산광역시,경유,화물,764
2020,6,부산광역시,경유,특수,37
2020,6,부산광역시,수소,승용,6
2020,6,부산광역시,수소,승합,0
2020,6,부산광역시,수소,화물,0
2020,6,부산광역시,수소,특수,0
2020,6,부산광역시,전기,승용,70
2020,6,부산광역시,전기,승합,0
2020,6,부산광역시,전기,화물,48
2020,6,부산광역시,전기,특수,0
2020,6,부산광역시,하이브리드,승용,795
2020,6,부산광역시,하이브리드,승합,0
2020,6,부산광역시,하이브리드,화물,0
2020,6,부산광역시,하이브리드,특수,0
2020,6,부산광역시,휘발유,승용,1801
2020,6,부산광역시,휘발유,승합,0
